5,,,,,,,,,Plan de Contenido,,,,,,,,,,,,,,,Mayo 2026,,,,,,,,,Escoge fecha,,,,"Wed, May 15",,,.,,,,,,Escoge post,1,.,,,Estatus,,,,,,,,Resumen de Estatus,,
Mayo 2026,,,,,,,,,#,Información general,,Idea,Caption,Texto en Arte,Hashtags,Formatos,,,,Comentarios,,Idea Completa,,,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,,Link,#,Fecha,Proyecto,Estatus,Plataforma,Formato,Idea,Caption,Texto en Arte,Hashtags,Idea Completa,,,,,,,Link,#,Fecha,Estatus,Plataforma,Formato,Idea,,,Estatus,# Posts
,,,,,,,,,45,Fecha,"Fri, May 1",Bienvenido a la historia 🏛️,"Hay ciudades que visitan millones de personas cada año.

Tú vas a vivir en una de ellas.

Antigua Guatemala — Patrimonio Cultural de la Humanidad por la UNESCO — es el escenario de Santa Elena.

No una casa cerca de Antigua.
En el corazón de Antigua.

🏛️ 11 residencias exclusivas
🏠 Diseño colonial y vanguardista
✨ Acabados premium
📍 En el corazón de La Antigua
💰 Desde $1.5 millones

Algunos bienes son escasos por diseño.
Este es uno de ellos.

Contáctanos para más información. 👇
","Vivir en la historia no tiene precio.
Aunque tiene un valor.""
Santa Elena | Antigua Guatemala
",,FALSE,,FALSE,,,,"Hay ciudades que visitan millones de personas cada año.Tú vas a vivir en una de ellas.Antigua Guatemala — Patrimonio Cultural de la Humanidad por la UNESCO — es el escenario de Santa Elena.No una casa cerca de Antigua.En el corazón de Antigua.🏛️ 11 residencias exclusivas🏠 Diseño colonial y vanguardista✨ Acabados premium📍 En el corazón de La Antigua💰 Desde $1.5 millonesAlgunos bienes son escasos por diseño.Este es uno de ellos.Contáctanos para más información. 👇",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,SANTA ELENA ,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Carrusel,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,46,Fecha,"Sun, May 3",Solo quedan 11 🔑,"La exclusividad real no se anuncia en vallas.
Se descubre.

Santa Elena es un condominio de 11 residencias en el corazón de Antigua Guatemala.

11 — no porque no quisimos construir más.
Sino porque eso es lo que permite que cada hogar sea verdaderamente único.

🏛️ Diseño colonial y vanguardista
🌺 Antigua Guatemala — Patrimonio UNESCO
✨ Acabados de clase mundial
📐 Espacios amplios y luminosos
🔒 Privacidad y seguridad absoluta
💰 Desde $1.5 millones

Si estás leyendo esto, probablemente ya sabes que no todos los espacios son para todos.

Este podría ser para tú. 📩
","11 residencias.
11 familias.
11 historias únicas.""
Santa Elena | Antigua Guatemala
",,FALSE,,FALSE,,,,"La exclusividad real no se anuncia en vallas.Se descubre.Santa Elena es un condominio de 11 residencias en el corazón de Antigua Guatemala.11 — no porque no quisimos construir más.Sino porque eso es lo que permite que cada hogar sea verdaderamente único.🏛️ Diseño colonial y vanguardista🌺 Antigua Guatemala — Patrimonio UNESCO✨ Acabados de clase mundial📐 Espacios amplios y luminosos🔒 Privacidad y seguridad absoluta💰 Desde $1.5 millonesSi estás leyendo esto, probablemente ya sabes que no todos los espacios son para todos.Este podría ser para tú. 📩",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,SANTA ELENA ,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Carrusel,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,47,Fecha,"Mon, May 4",May the Fourth,May the Fourth in Santa Elena,May the Fourth in Santa Elena feels different,,FALSE,,FALSE,,,,"May the Fourth in Santa Elena",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,SANTA ELENA ,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Post,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,48,Fecha,"Wed, May 6",Colonial por fuera. Vanguardista por dentro. 🏠✨,"Los que conocen Antigua saben que hay una arquitectura que te detiene.

Los que conocen Santa Elena saben que hay interiores que no olvidas.

En Santa Elena, el diseño colonial que Antigua exige por fuera
coexiste con interiores de vanguardia donde el espacio, la luz y los acabados premium son los protagonistas.

🏛️ Fachada colonial | Patrimonio UNESCO
✨ Interiores amplios y vanguardistas
💡 Luz natural en cada espacio
🏠 Acabados de clase internacional

11 residencias. Diseñadas para quienes saben distinguir.
💰 Desde $1.5 millones

📩 Contáctanos para una presentación privada.
","Donde la historia abraza el futuro""
Santa Elena | Antigua Guatemala
Diseño colonial y vanguardista
",,FALSE,,FALSE,,,,"Los que conocen Antigua saben que hay una arquitectura que te detiene.Los que conocen Santa Elena saben que hay interiores que no olvidas.En Santa Elena, el diseño colonial que Antigua exige por fueracoexiste con interiores de vanguardia donde el espacio, la luz y los acabados premium son los protagonistas.🏛️ Fachada colonial | Patrimonio UNESCO✨ Interiores amplios y vanguardistas💡 Luz natural en cada espacio🏠 Acabados de clase internacional11 residencias. Diseñadas para quienes saben distinguir.💰 Desde $1.5 millones📩 Contáctanos para una presentación privada.",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,SANTA ELENA ,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Post,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,49,Fecha,"Sat, May 9",La inversión más sólida de Centroamérica 📈,"Hay una regla de inversión que los mejores saben:

Invertí en lo que no se puede replicar.

Antigua Guatemala es Patrimonio Cultural de la Humanidad.
La UNESCO protege su arquitectura y limita su expansión.
Cada metro cuadrado aquí es genuinamente escaso.

Una residencia en Santa Elena no es solo un hogar.
Es una posición en uno de los mercados más valorados de la región.

🏛️ Ubicación irrepetible en Antigua Guatemala
📈 Valorización histórica sostenida
✨ Acabados premium que elevan el valor
🌎 Atractivo para mercado internacional
💰 Desde $1.5 millones

Los mejores activos se adquieren antes de que todos los quieran.
📩 Hablemos en privado.
","Santa Elena, una inversión segura y única",,FALSE,,FALSE,,,,"Hay una regla de inversión que los mejores saben:Invertí en lo que no se puede replicar.Antigua Guatemala es Patrimonio Cultural de la Humanidad.La UNESCO protege su arquitectura y limita su expansión.Cada metro cuadrado aquí es genuinamente escaso.Una residencia en Santa Elena no es solo un hogar.Es una posición en uno de los mercados más valorados de la región.🏛️ Ubicación irrepetible en Antigua Guatemala📈 Valorización histórica sostenida✨ Acabados premium que elevan el valor🌎 Atractivo para mercado internacional💰 Desde $1.5 millonesLos mejores activos se adquieren antes de que todos los quieran.📩 Hablemos en privado.",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,SANTA ELENA ,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Post,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,50,Fecha,"Sun, May 10",,,,,FALSE,,FALSE,,,,"",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,SANTA ELENA ,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Post,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,51,Fecha,"Wed, May 13",Espacios que respiran 🌿,"En una época donde todo se comprime,
el verdadero lujo es el espacio.

Santa Elena fue diseñado para quienes ya no negocian eso:

📐 Espacios generosos en cada habitación
💡 Luz natural que transforma cada ambiente
🌿 Integración con el entorno de Antigua
✨ Cada detalle, elegido con intención

No es grandioso por las dimensiones.
Es grandioso por cómo te hace sentir.

🏛️ Santa Elena | Antigua Guatemala
11 residencias exclusivas
💰 Desde $1.5 millones
📩 Presentación privada disponible para interesados calificados.","El lujo es el espacio""
Santa Elena | Antigua Guatemala
Amplitud · Luz · Elegancia
",,FALSE,,FALSE,,,,"En una época donde todo se comprime,el verdadero lujo es el espacio.Santa Elena fue diseñado para quienes ya no negocian eso:📐 Espacios generosos en cada habitación💡 Luz natural que transforma cada ambiente🌿 Integración con el entorno de Antigua✨ Cada detalle, elegido con intenciónNo es grandioso por las dimensiones.Es grandioso por cómo te hace sentir.🏛️ Santa Elena | Antigua Guatemala11 residencias exclusivas💰 Desde $1.5 millones📩 Presentación privada disponible para interesados calificados.",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,SANTA ELENA ,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Carrusel,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,52,Fecha,"Fri, May 15",Vivir en Antigua: la experiencia cotidiana 🌺,"Esto no es un tour de fin de semana.
Es tu vida cotidiana.

☕ Desayuno en café de especialidad a metros de tu puerta
🌺 Caminás por una de las ciudades más bellas del mundo
🍽️ Restaurantes de clase mundial en cada esquina
🏛️ Rodeado de historia, cultura y elegancia
🌄 Volcanes en el horizonte cada mañana

Eso es vivir en Santa Elena, en el corazón de Antigua Guatemala.

11 residencias de lujo.
Diseño colonial y vanguardista.
Acabados premium.
Desde $1.5 millones.

Algunos lugares simplemente no se describen. Se eligen. 📩
","""¿Cómo es despertar en Antigua?
Así.""
Santa Elena | Vida en Antigua Guatemala
",,FALSE,,FALSE,,,,"Esto no es un tour de fin de semana.Es tu vida cotidiana.☕ Desayuno en café de especialidad a metros de tu puerta🌺 Caminás por una de las ciudades más bellas del mundo🍽️ Restaurantes de clase mundial en cada esquina🏛️ Rodeado de historia, cultura y elegancia🌄 Volcanes en el horizonte cada mañanaEso es vivir en Santa Elena, en el corazón de Antigua Guatemala.11 residencias de lujo.Diseño colonial y vanguardista.Acabados premium.Desde $1.5 millones.Algunos lugares simplemente no se describen. Se eligen. 📩",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,SANTA ELENA ,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Carrusel,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,53,Fecha,"Tue, May 19",Para el empresario que ya tiene todo 💼,"Hay un punto en la vida en que las decisiones ya no son por necesidad.
Son por visión.

Santa Elena está pensado para quienes llegaron ahí.

No es la primera vivienda.
Es la declaración final.

Una residencia en el corazón de Antigua Guatemala que comunica, sin palabras, quién eres y qué has construido.

🏛️ 11 residencias en Patrimonio UNESCO
✨ Acabados y diseño de clase mundial
🌎 Interés de mercado internacional
💰 Desde $1.5 millones
Si reconoces esto como lo que es, sabemos que quieres más información.

📩 Escríbenos. La conversación es privada.
","""Para quien ya alcanzó el éxito.
Y sabe que el próximo nivel es la trascendencia.""
Santa Elena | Antigua Guatemala
",,FALSE,,FALSE,,,,"Hay un punto en la vida en que las decisiones ya no son por necesidad.Son por visión.Santa Elena está pensado para quienes llegaron ahí.No es la primera vivienda.Es la declaración final.Una residencia en el corazón de Antigua Guatemala que comunica, sin palabras, quién eres y qué has construido.🏛️ 11 residencias en Patrimonio UNESCO✨ Acabados y diseño de clase mundial🌎 Interés de mercado internacional💰 Desde $1.5 millonesSi reconoces esto como lo que es, sabemos que quieres más información.📩 Escríbenos. La conversación es privada.",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,SANTA ELENA ,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Carrusel,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,54,Fecha,"Fri, May 22",Lujo en Santa Elena,"Santa Elena en Antigua Guatemala ofrece algo que pocas propiedades en la región pueden ofrecer:

🏛️ Ubicación en Patrimonio UNESCO
🌄 Entorno natural único con vistas a volcanes
✨ Acabados que satisfacen el paladar más exigente
🔒 Privacidad y seguridad garantizadas
🌎 Ciudad de clase mundial con conectividad internacional
🍽️ Gastronomía y cultura de nivel global

Tu segunda casa puede ser la mejor de todas.

11 residencias. Desde $1.5 millones.
📩 Presentación disponible previa solicitud.
",Tu casa de lujo en Antigua Guatemala,,FALSE,,FALSE,,,,"Santa Elena en Antigua Guatemala ofrece algo que pocas propiedades en la región pueden ofrecer:🏛️ Ubicación en Patrimonio UNESCO🌄 Entorno natural único con vistas a volcanes✨ Acabados que satisfacen el paladar más exigente🔒 Privacidad y seguridad garantizadas🌎 Ciudad de clase mundial con conectividad internacional🍽️ Gastronomía y cultura de nivel globalTu segunda casa puede ser la mejor de todas.11 residencias. Desde $1.5 millones.📩 Presentación disponible previa solicitud.",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,SANTA ELENA ,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Carrusel,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,55,Fecha,"Mon, May 25",Seguridad sin comprometer elegancia 🔐,"En una residencia de este nivel,
la seguridad no es un extra.
Es parte del diseño.

Santa Elena ofrece:

🔐 Acceso controlado de alto nivel
📷 Sistemas integrados de monitoreo
🛡️ Privacidad real en cada residencia
🤝 Comunidad reducida de 11 familias

Cuando vives aquí, nadie que no debería estar, está.

Y esa tranquilidad no interrumpe la elegancia.
La complementa. 🏛️ Santa Elena | Antigua Guatemala
11 residencias exclusivas
💰 Desde $1.5 millones

📩 Contáctanos para más información.

","Privacidad. Seguridad. Elegancia. Las tres.""
Santa Elena | Antigua Guatemala
",,FALSE,,FALSE,,,,"En una residencia de este nivel,la seguridad no es un extra.Es parte del diseño.Santa Elena ofrece:🔐 Acceso controlado de alto nivel📷 Sistemas integrados de monitoreo🛡️ Privacidad real en cada residencia🤝 Comunidad reducida de 11 familiasCuando vives aquí, nadie que no debería estar, está.Y esa tranquilidad no interrumpe la elegancia.La complementa. 🏛️ Santa Elena | Antigua Guatemala11 residencias exclusivas💰 Desde $1.5 millones📩 Contáctanos para más información.",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,SANTA ELENA ,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Post,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,56,Fecha,"Wed, May 27",Diseño que conversa con la UNESCO,"Construir en Antigua Guatemala no es como construir en cualquier otro lugar.

La UNESCO protege cada piedra, cada fachada, cada propuesta arquitectónica.

Santa Elena fue diseñado para cumplir — y superar — esas exigencias:

🏛️ Arquitectura colonial que respeta el patrimonio
✨ Interiores vanguardistas que elevan la experiencia
📐 Proporciones y materiales cuidadosamente seleccionados

No es solo un proyecto bonito.
Es un proyecto que pudo construirse donde solo los mejores pueden.

11 residencias. En el corazón de Antigua.
Desde $1.5 millones.

📩 Presentación privada disponible.
",No estarás en cualquier lugar | Estás en Santa Elena,,FALSE,,FALSE,,,,"Construir en Antigua Guatemala no es como construir en cualquier otro lugar.La UNESCO protege cada piedra, cada fachada, cada propuesta arquitectónica.Santa Elena fue diseñado para cumplir — y superar — esas exigencias:🏛️ Arquitectura colonial que respeta el patrimonio✨ Interiores vanguardistas que elevan la experiencia📐 Proporciones y materiales cuidadosamente seleccionadosNo es solo un proyecto bonito.Es un proyecto que pudo construirse donde solo los mejores pueden.11 residencias. En el corazón de Antigua.Desde $1.5 millones.📩 Presentación privada disponible.",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,SANTA ELENA ,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Carrusel,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,57,Fecha,"Fri, May 29","""Así luce Santa Elena"" 🎬","Hay proyectos que se describen.
Y hay proyectos que se sienten.

Santa Elena es de los segundos. 👆

🏛️ En el corazón de Antigua Guatemala — Patrimonio UNESCO
✨ Diseño colonial y vanguardista
📐 Espacios amplios con acabados premium
🔒 Solo 11 residencias
💰 Desde $1.5 millones

Si lo que viste resuena con lo que buscas,
la conversación que sigue es en privado.
Escríbenos","Algunas cosas se entienden al verlas""
Santa Elena | Antigua Guatemala
",,FALSE,,FALSE,,,,"Hay proyectos que se describen.Y hay proyectos que se sienten.Santa Elena es de los segundos. 👆🏛️ En el corazón de Antigua Guatemala — Patrimonio UNESCO✨ Diseño colonial y vanguardista📐 Espacios amplios con acabados premium🔒 Solo 11 residencias💰 Desde $1.5 millonesSi lo que viste resuena con lo que buscas,la conversación que sigue es en privado.Escríbenos",,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Proyecto,SANTA ELENA ,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Plataforma,Facebook / Instagram,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Formato,Carrusel,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Grupo de Hashtag,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Separar por:,,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
,,,,,,,,,,Estatus,Pendiente,,,,,FALSE,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,
